,locname,Lat,Lng,name,Missing location,¿Cuántos skus IL hay en anaquel? ,¿Cuántos skus RS hay en anaquel? ,¿Hay IL GALLINA en anaquel? ,¿Hay RS GALLINA en anaquel? ,¿Cual es el precio de IL?,¿Cual es el precio de RS?,¿Todos los sabores IL tienen el mismo precio?,¿Todos los sabores RS tienen el mismo precio?,¿Hay degustaciones de Maruchan en la tienda esta semana? ,¿Hay promocion de Maruchan en la tienda esta semana? 
2521361,Tambo Santa Catalina - Ave. Carlos Villarán,-12.089154,-77.022565,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2521312,Tambo Angamos 2 - Ave. Angamos 401,-12.114220,-77.032493,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2521258,Tambo Berlin - Calle Berlin 389,-12.120556,-77.033481,Luis Castro,5,1,Si,280,150,Si,Si,1,,,
2521213,Tambo Templo Aspero - Mza T Lote,-12.016808,-76.984522,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2521157,TAMBO 28 DE JULIO ,-12.130655,-77.023537,Luis Castro,5,3,Si,2.80,1.50,Si,2 items,1,,,
2521107,Tambo Haravicu - Jr. Haravicu 376,-12.024417,-76.988961,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2521075,Tambo Petit c47,"-12.10963,",-77.029486,Elena Gabriel,tambo petit c47,6,3,Si,2.80,1.50,Si,2 items,2,,
2521044,TAMBO 28 DE JULIO C6 ,-12.130655,-77.023537,Luis Castro,TAMBO 28 DE JULIO C6 ,6,2,Si,280,150,Si,1 items,1,,
2520987,TAMBO REDUCTO,-12.130139,-77.023598,Luis Castro,TAMBO REDUCTO,6,2,Si,2.80,1.50,Si,1 items,1,,
2520943,Tambo Valle de oro - Calle Vara De Oro,-12.025542,-76.998208,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2520865,TAMBO PANAMA 63 ,-12.129348,-77.018122,Luis Castro,TAMBO PANAMA 63 ,4,2,Si,2.80,1.50,Si,1 items,1,,
2520849,Tambo Piramide - Ave. Pirámide del Sol,-12.025535,-77.001870,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2520828,Tambo Angamos 3 - Ave. Angamos Este,-12.113713,-77.026835,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,hay quiebre de gallina,,
2520813,Tambo Chinchaysuyo - Ave. Chinchaysuyo 101,-12.027211,-77.000052,Moises Monroy,tambo chinchaysuyo,6,1,Si,2.80,1.50,Si,Si,1,,
2520791,Tambo Panama C59 - Ave. ROOSEVELT NRO.,-12.123405,-77.017837,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2520747,Tambo Rivaguero - Ave. Riva Agüero,-12.053440,-77.003812,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,2,,,
2520718,Tambo Benavides C16 - Ave. Benavides 1615,-12.126426,"-77.01558,",Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2520687,TAMBO Republicana c47,-12.113284,-77.026342,Elena Gabriel,4,1,Si,2.80,1.50,Si,Si,1,,,
2520655,Tambo Rivaguero C14 - Ave. JOSE DE,-12.047135,-76.999772,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2520638,Tambo Benavides C19 - Ave. BENAVIDES NRO. 1917,-12.126961,-77.012524,Luis Castro,5,3,Si,280,150,Si,2 items,1,,,
2519942,Tambo Bolichera - Ave. Los Próceres,-12.160092,-76.988832,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2519912,TAMBO ARAMBURU C9 ,-12.102018,-77.021193,Luis Castro,TAMBO ARAMBURU C9 ,6,1,Si,280,150,Si,Si,1,,
2519883,Tambo Aramburu - Ave. Aramburu 718,-12.102302,-77.023334,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2519866,"Tambo Atento - Lote 3, seccion",-12.057204,-76.963858,Moises Monroy,4,2,Si,2.80,1.50,Si,1 items,1,,,
2519860,Tambo El Sol,-12.147175,-76.990223,Aurora Garcia,tambo El Sol,6,1,Si,2.8,1.5,Si,Si,,,
2519815,Tambo Mariano c47,-12.144583,-76.988305,Aurora Garcia,tambo Mariano c47,2,1,2.8,1.5,Si,Si,,,,
2519814,Tambo Aramburu 2 - Ave. Andres Aramburú,-12.102860,-77.028564,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2519735,Tambo Bolichera - Ave. Los Próceres,-12.149387,-76.987167,Aurora Garcia,5,1,Si,2.8,1.5,Si,Si,,,,
2519688,Tambo Celima - Ave. Constructores Nro 107,-12.067420,-76.958292,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2519594,Tambo constructores ,-12.062371,-76.946071,Moises Monroy,tambo constructores ,6,2,Si,2.80,1.50,Si,1 items,1,,
2519574,Tambo Marzano C35,-12.146886,-76.985801,Aurora Garcia,Tambo Marzano C35,6,1,Si,2.8,1.5,Si,Si,,,
2519516,Tambo Huarochiri C4,-12.060575,-76.942704,Moises Monroy,tambo Huarochiri C4,6,1,Si,2.80,1.50,Si,Si,1,,
2519508,TAMBO C MOREYRA C1 ,-12.097196,-77.023292,Luis Castro,TAMBO C MOREYRA C1 ,6,3,Si,2.80,1.50,Si,2 items,1,,
2519465,Tambo Tinoco - Ave. Caminos del,-12.142854,-76.985347,Aurora Garcia,6,2,Si,2.8,15,Si,1 items,,,,
2519435,Tambo C Moreyra C3 - Ave. CANAVAL Y,-12.096967,-77.022870,Luis Castro,4,2,Si,2.80,1.50,Si,1 items,1,,,
2519407,Tambo Melgarejo - Ave. Melgarejo 596,-12.066941,-76.938525,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2519374,Tambo Republica C5 - Ave. PASEO DE,-12.095840,-77.024130,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2519372,Tambo La Amorosa ,-12.139051,-76.988823,Aurora Garcia,Tambo La Amorosa ,6,2,Si,2.8,1.5,Si,1 items,,,
2519307,Tambo Flora Tristan ,-12.069933,-76.942185,Moises Monroy,tambo flora tristan ,5,2,2.80,1.50,Si,1 items,1,,,
2519278,Tambo Chinchon - Calle Chinchón Nro 960,-12.095529,-77.027088,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2519255,Tambo Astete - Ave. Alejandro Velasco,-12.134044,-76.989975,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2519210,Tambo Navarrete - Ave. Navarrete 449,-12.091974,-77.026755,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2519157,Tambo Petit 3 - Ave. Petit Thouars,-12.094380,-77.034866,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2519151,Tambo la Estancia ,-12.086922,-76.935234,Moises Monroy,tambo la estancia ,4,3,Si,2.80,1.50,Si,2 items,1,,
2519032,Tambo Fresnos - Ave. A MZA.,-12.101438,-76.942778,Moises Monroy,5,2,2.80,1.50,Si,1 items,1,,,,
2519028,Tambo CIncaC21,-12.131763,-76.982967,Aurora Garcia,Tambo CIncaC21,6,3,Si,2.8,1.5,Si,2 items,,,
2518974,Tambo Camreal - Ave. Camino Real,-12.092524,-77.047205,Luis Castro,6,Si,2.80,1.50,Si,Si,1,,,,
2518946,Tambo Corregidor - Ave. Alameda Del,-12.102422,-76.949075,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2518859,TAMBO PRESCOTT ,-12.092312,-77.047102,Luis Castro,TAMBO PRESCOTT ,6,2,Si,2.80,1.50,Si,1 items,1,,
2518824,Tambo Castilla C11 - Ave. Mariscal Ramón,-12.135713,-77.007376,Aurora Garcia,6,2,Si,2.8,1.5,Si,2 items,,,,
2518770,Tambo Toulon - Calle 12 MZA.,-12.073491,-76.952650,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2518740,Tambo Castilla Cortijo - Ave. Republica De Panama,-12.134223,-77.017566,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2518738,Tambo Rpalma - Ave. Javier Prado,-12.090713,-77.019188,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2518720,Tambo Fontana - 0,-12.073426,-76.954995,Moises Monroy,4,2,Si,2.80,1.50,Si,1 items,1,,,
2517196,Tambo MachucaC1,-12.166408,-76.977873,Aurora Garcia,Tambo MachucaC1,6,2,Si,2.8,1.2,Si,1 items,,,
2517130,Tambo Monterosa c2,"-12.11215,",-76.990337,Elena Gabriel,tambo monterosa c2,6,1,Si,2.80,1.50,Si,Si,3,por quebrar carne y gallina,
2517089,Tambo Monterosa - Calle Monterosa 137,-12.112125,-76.991442,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,1,,,
2517066,Tambo San Juan,-12.158250,-76.973324,Aurora Garcia,Tambo San Juan,6,Si,2.8,1.5,Si,Si,,,,
2517052,TAMBO SOLIDARIDAD ,-12.204455,-76.932151,Luis Castro,TAMBO SOLIDARIDAD ,6,3,Si,280,150,Si,2 items,1,,
2517015,Tambo Defensores,-12.144477,-76.973590,Aurora Garcia,Tambo Defensores,6,1,Si,2.8,1.5,Si,Si,,,
2517014,Tambo Defensores,-12.144477,-76.973590,Aurora Garcia,Tambo Defensores,6,1,Si,2.8,1.5,Si,Si,,,
2516998,TAMBO LIMA VES C 10 ,-12.213330,-76.906413,Luis Castro,TAMBO LIMA VES C 10 ,6,1,Si,280,150,Si,Si,1,,
2516974,Tambo San German C2 - Calle SAN GERMAN,-12.035315,-77.034027,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2516957,Tambo Heroes - Urbanización Pamplona Baja,-12.150945,"-76.97801,",Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2516949,Tambo Tarapaca - Ave. Tarapacá 533,-12.029685,-77.035505,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2516945,Tambo Limaves - Mz. F12A Lote.,-12.231634,-76.910485,Luis Castro,4,2,Si,280,150,Si,1 items,1,,,
2516885,TAMBO REPÚBLICANA VES ,-12.230704,-76.922959,Luis Castro,TAMBO REPÚBLICANA VES ,6,1,Si,280,150,Si,Si,1,,
2516874,Tambo Alcazar - Ave. Alcazar Nro. 778,-12.027657,-77.032650,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2516851,Tambo Lirios - Calle Via Sur,-12.152903,-76.982888,Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,,,,
2516841,TAMBO PASTOR SEVILLA ,-12.225349,-76.941282,Luis Castro,TAMBO PASTOR SEVILLA ,6,1,Si,2.80,1.50,Si,Si,1,,
2516836,Tambo condorcanqui,-11.887135,-77.035850,Elena Gabriel,tambo condorcanqui,6,1,Si,2.80,1.50,Si,Si,Si,6,
2516828,Tambo Alcazar C2 - Ave. Alcázar 204,-12.031482,-77.028074,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2516545,Tambo Rambla ,-12.066088,-77.046108,Moises Monroy,tambo rambla ,6,3,Si,2.80,1.50,Si,2 items,1,,
2516535,Tambo Primavera - Ave. Primavera 1284,-12.109943,-76.975415,Aurora Garcia,5,6,Si,2.8,1.51,Si,Si,Impulso,,,
2516511,Tambo Sucre C6 - Ave. JOSE ANTONIO,-12.077718,-77.064453,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,3,,,
2516482,Tambo Casuarinas,-12.113248,-76.974381,Aurora Garcia,Tambo Casuarinas,6,1,Si,2.8,1.5,Si,Si,,,
2516474,Tambo Ayllon 2 - Calle Trabajo 102,-12.023799,-76.913775,Luis Castro,5,3,Si,2.80,1.50,Si,2 items,1,,,
2516466,Tambo Ruiz Gallo - Calle Pedro Ruiz,-12.068812,-77.051269,Moises Monroy,6,Si,2.80,1.50,Si,Si,1,,,,
2516432,Tambo Mariateg - Ave. Jose Carlos,-12.019590,-76.886680,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2516310,Tambo Brasil C32 - Ave. Brasil -3238,-12.089335,-77.065484,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,1,,,
2516291,Tambo Aldebaran - Calle Aldebarán 104,-12.104879,-76.965615,Aurora Garcia,5,1,Si,2.8,1.5,Si,Si,,,,
2516290,Tambo San Martin C6 - CAL.PARQUE FUNDO LA,-12.019541,-76.886669,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2516245,Tambo UPC Surco - Ave. PROLONGACION PRIMAVERA,-12.104195,-76.964247,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2516240,Tambo Canevaro - Prolongación Canevaro Mzna.,-12.084888,-77.044752,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2516134,Tambo Primavera C18 - Ave. Primavera 1816,-12.107942,-76.969243,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2516116,Tambo Santa Clara - Calle Parque Civico,-12.018116,-76.883938,Luis Castro,5,1,Si,280,150,Si,Si,1,,,
2516087,Tambo Pershing - Ave. Pershing Nro 479,-12.089527,-77.058584,Elena Gabriel,5,3,Si,2.80,1.50,Si,2 items,1,,,
2516045,Tambo Encalada,-12.108141,-76.971946,Aurora Garcia,tambo Encalada,6,2,Si,2.8,1.5,Si,1 items,,,
2516004,Tambo Arenales C15 - Ave. GENERAL ARENALES,-12.080126,-77.036381,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,2,,,
2515907,Tambo Cadamo - Jr. Manuel Candamo,-12.082440,-77.035626,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2515900,TAMBO HUAYCAN ,-11.976524,-76.773190,Luis Castro,TAMBO HUAYCAN ,6,3,Si,2.80,1.50,Si,2 items,1,,
2515820,Tambo El polo - Lote 24 de la Manzana,-12.103591,-76.972575,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,Impulso,,,
2515735,Tambo Tello - Ave. Julio C.,-12.086782,-77.041942,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2515724,TAMBO AYLLON C4 Chaclayo ,-11.941216,-76.701006,Luis Castro,TAMBO AYLLON C4 Chaclayo ,6,2,Si,2.80,1.50,Si,1 items,1,,
2515719,Tambo Pershing - Ave. Pershing Nro 479,-12.092072,-77.054989,Elena Gabriel,4,3,Si,2.80,1.50,Si,2 items,1,"pollo picante,gallina quiebre",,
2515717,Tambo Derby - Ave. EL DERBY,-12.097897,-76.972949,Aurora Garcia,6,2,Si,2.8,1.5,Si,2 items,,,,
2515600,Tambo Olguin C3 - Ave. MANUEL OLGUIN,-12.088052,-76.973333,Aurora Garcia,5,3,Si,2.8,1.5,Si,2 items,,,,
2515589,Tambo Risso ,-12.086334,-77.035266,Moises Monroy,tambo risso ,6,2,Si,2.80,1.50,Si,1 items,1,,
2515547,TAMBO CHOSICA ,-11.937983,-76.697087,Luis Castro,TAMBO CHOSICA ,6,1,Si,2.80,1.50,Si,Si,1,,
2515536,Tambo Olguin - Ave.Manuel Olguín Nº,-12.085312,-76.973106,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,Impulso y Degustación,,,
2515472,Tambo U de lima 2 - Ave. Javier Prado,-12.083662,-76.973461,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,Impulso y Degustación,,,
2515440,Tambo Petit c26,-12.090335,-77.032367,Moises Monroy,tambo petit c26,6,3,Si,2.80,1.50,Si,2 items,1,,
2515404,Tambo Ejercito C2 - Ave. PEREZ ARANIBAR,-12.097669,-77.070610,Elena Gabriel,4,Si,2.80,1.50,Si,Si,2,,,,
2515360,Tambo Camacho - Ave. Circunvalación del,-12.082152,-76.967578,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2515316,Tambo Zela - Ave. Juan Pardo,-12.082609,-77.027512,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2515294,Tambo Claveles - Ave. CARRETERA CENTRAL,-12.034858,-76.928760,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2514769,Tambo Bolivar - Ave. Bolívar 1402,-12.072023,-77.068962,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,2,,,
2514711,Tambo Mariano C15,-12.117873,-77.008248,Aurora Garcia,Tambo Mariano C15,5,1,Si,2.8,1.5,Si,1 items,,,
2514704,Tambo bolívar c11,-12.072231,"-77.06584,",Elena Gabriel,tambo bolívar c11,6,2,Si,2.80,1.50,Si,1 items,2,por quebrar amaron picante,
2514701,Tambo Postes - Mza W Lote,-11.996457,-77.009943,Moises Monroy,4,3,Si,2.80,1.50,Si,2 items,1,,,
2514663,TAMBO STRIP FIBRA ,-12.093462,-77.057568,Luis Castro,TAMBO STRIP FIBRA ,6,2,Si,2.80,1.50,Si,1 items,1,,
2514636,Tambo Principal - Ave. Principal 567,-12.117465,-77.005643,Aurora Garcia,6,2,Si,2.80,1.5,Si,2 items,,,,
2514632,Tambo 13 de Enero ,-11.993417,-77.005129,Moises Monroy,tambo 13 de enero ,5,3,Si,2.80,1.50,Si,2 items,1,,
2514620,Tambo DelCampo - Ave. ALBERTO DEL,-12.096022,-77.059371,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2514535,Tambo Bolivar3 - Calle Bolivar Nro 850,-12.071272,-77.060692,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,1,,,
2514530,Tambo Jaliaga - Ave. Javier Prado,-12.093783,-77.059058,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2514500,Tambo Basadre - Ave. Proceres de,-11.989500,-77.011003,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2514472,Tambo Villaran - Ave. Manuel Villaran,-12.120323,-77.001748,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2514434,Tambo El Sol C4 - Ave. El Sol 452,-11.985311,-77.005496,Moises Monroy,6,1,Si,2.80,1.00,Si,Si,1,,,
2514350,Tambo Bolivar2 - Ave. Bolívar 126,-12.074603,-77.054061,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,1,,,
2514346,Tambo Pedro Venturo - Ave. Pedro Venturo,-12.121770,-76.993224,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2514327,TAMBO SUCRE C4 ,-12.088663,-77.069326,Luis Castro,TAMBO SUCRE C4 ,6,2,Si,2.80,1.50,Si,1 items,1,,
2514310,Tambo Sol - Ave. El Sol 210,-11.983562,-77.009621,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,2,,,
2514232,Tambo Limtambo - Ave. Ave.iacion 3460,-12.106381,-77.001228,Aurora Garcia,5,3,Si,2.8,1.5,Si,2 items,Impulso y Degustación,,,
2514230,Tambo Leoncio Prado - Jr. Leoncio Prado,-12.089924,-77.072149,Luis Castro,5,1,Si,2.80,1.50,Si,Si,1,,,
2514203,Tambo Canto Grande c28 - Ave. Canto Grande,-11.980740,-77.012422,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2514151,Tambo Bolognesi C6 - JR. Bolognesi NRO. 639,-12.091206,-77.074164,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2514096,Tambo Aviacion - Ave. Ave.iación 3015,-12.099898,-77.001620,Aurora Garcia,4,3,Si,2.8,1.5,Si,2 items,,,,
2514087,Tambo San Martin SJL - Ave. SAN MARTIN,-11.967283,-77.005766,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2514034,Tambo Loreto - Ave. BRASIL NRO. 2080,-12.078898,-77.057042,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,1,,,
2514032,Tambo Canto Grande - Mza. A Lote,-11.969366,-77.004891,Moises Monroy,5,2,Si,2.80,1.50,Si,2 items,1,,,
2513963,TAMBO EJERCITO C11 ,"-12.10153,",-77.059848,Luis Castro,TAMBO EJERCITO C11 ,6,1,Si,2.80,1.50,Si,Si,1,,
2513952,Tambo Morelli - Jiron Morelli 225,-12.090181,-77.004010,Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,Impulso y Degustación,,,
2513889,Tambo DaVinci - Ave. Javier Prado,-12.088268,-77.001895,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,Impulso y Degustación,,,
2513876,Tambo El Parque SJL - Ave. El parque,-11.980451,-77.000587,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2513760,Tambo Wiesse - Lote 12 De,-11.974598,-77.000394,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2513711,Tambo TDA San Borja,-12.092958,-76.995985,Aurora Garcia,Tambo TDA San Borja,5,1,Si,2.8,1.5,Si,Si,Impulso y Degustación,,
2513683,Tambo dominicana,-12.074767,-77.047746,Elena Gabriel,tambo dominicana,5,2,Si,2.80,1.50,Si,1 items,1,,
2513622,Tambo San LuisC26,-12.101353,"-76.99391,",Aurora Garcia,Tambo San LuisC26,6,2,Si,2.80,1.5,Si,1 items,,,
2513599,Tambo Proceres Sjl - Mza. F5 Lt,-11.964841,-76.990869,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2513536,Tambo Bayovar - Ave. Wiesse 4267,-11.959447,-76.987513,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2513449,Tambo Higuereta,-12.120989,-76.988296,Aurora Garcia,tambo Higuereta,6,1,Si,2.8,1.5,Si,Si,,,
2512975,Tambo Strip De Paso - Esq. Universitaria C/,-12.074458,-77.079291,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2512961,Tambo Marina c16,-12.078636,-77.079526,Elena Gabriel,tambo marina c16,6,2,Si,2.80,1.50,Si,1 items,1,,
2512959,Tambo Benavides 3 - Ave.Benavides N° 5371,-12.130881,-76.981844,Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,Impulso y Degustación,,,
2512951,Tambo Benavides C50 - Ave. Alfredo Benavides,-12.128285,-76.985725,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,Impulso y Degustación,,,
2512932,Tambo Trigal - Cc. El Trigal,"-12.12763,",-76.988364,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,2,,,
2512926,Tambo Camana - Jr. Camaná 596,-12.048181,-77.034207,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2512892,TAMBO HUAYLAS C10,-12.173215,-77.020125,Luis Castro,TAMBO HUAYLAS C10,6,2,Si,2.80,1.50,Si,1 items,1,,
2512872,Tambo la Castellana Surco,-12.129435,-77.001358,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2512870,TAMBO HUAYLAS C7 ,-12.171744,-77.021767,Luis Castro,TAMBO HUAYLAS C7 ,5,1,Si,2.80,1.50,Si,Si,1,,
2512781,Tambo Avíacion C49,-12.125808,-76.999885,Aurora Garcia,Tambo Avíacion C49,6,3,Si,2.8,1.5,Si,2 items,,,
2512742,Tambo Tacna - Ave. Tacna Esq.,-12.048582,-77.039068,Moises Monroy,46,7,2.80,1.50,Si,Si,1,,,,
2512707,TAMBO IGLESIAS ,-12.168228,-77.025263,Luis Castro,TAMBO IGLESIAS ,6,2,Si,2.80,1.50,Si,1 items,1,,
2512666,Tambo Uruguay - Ave. Uruguay 400,-12.054274,-77.039699,Moises Monroy,55,5,Si,2.80,1.50,Si,Si,1,,,
2512597,Tambo Venezuela c9 ,-12.054935,-77.047133,Moises Monroy,tambo Venezuela c9 ,65,20,Si,2.80,1.50,Si,2 items,1,,
2512529,Tambo Benavides - Ave. Benavides 3880,-12.128712,-76.995091,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2512520,Tambo Universitaria - Ave. Universitaria 2055,-12.063537,-77.078380,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,2,,,
2512502,Tambo Venezuela c11,-12.055214,-77.050993,Moises Monroy,tambo venezuela c11,48,23,Si,2.80,1.50,Si,1 items,2,,
2512413,Tambo San Marco,-12.057057,-77.079818,Elena Gabriel,tambo san marco,6,1,Si,2.80,1.50,Si,Si,1,,
2512410,Tambo Bolivia - Ave. Bolivia 1186,-12.056941,-77.051382,Moises Monroy,61,23,Si,2.80,1.50,Si,2 items,1,,,
2512336,Tambo Alamdedasur C1 - Ave. ALAMEDA SUR,-12.190124,-77.006331,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2512262,Tambo Arica C5 - Ave. ARICA NRO. 533,-12.058842,-77.046359,Moises Monroy,63,16,Si,2.80,1.50,Si,2 items,1,,,
2512206,Tambo Villa UPC - Ave. Alameda San,-12.197742,-77.009463,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2512174,Tambo Ayacucho C10,-12.135204,-76.997533,Aurora Garcia,tambo Ayacucho C10,6,1,Si,2.8,1.5,Si,Si,se realice degustación,,
2512076,Tambo Guzman Blanco - Jr. Guzmán Blanco,-12.061600,-77.040604,Moises Monroy,48,15,Si,2.80,1.50,Si,2 items,1,,,
2512069,Tambo Ayacucho C1 - Ave. AYACUCHO NRO. 198,-12.141797,-77.001395,Aurora Garcia,5,3,Si,2.8,1.5,Si,2 items,,,,
2512067,Tambo La Curva - Ave. GUARDIA CIVIL,-12.184956,-77.007265,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2512035,Tambo Roma - Ave. Oscar R.,-12.049585,-77.071183,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,1,,,
2511937,Tambo G Civil - Ave. GUARDIA CIVIL,-12.174630,-76.993509,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2511923,Tambo Chile - Ave. República de,-12.066885,-77.038025,Moises Monroy,48,25,Si,2.80,1.50,Si,2 items,1,,,
2511881,Tambo Surco Viejo,-12.145087,-77.003986,Aurora Garcia,Tambo Surco Viejo,5,3,Si,2.8,1.5,Si,2 items,,,
2511840,Tambo El Sol Chorrillos - Ave. El sol,-12.176957,-76.997718,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2511806,Tambo Saco C2 - JR. SACO OLIVEROS,-12.067980,-77.036144,Moises Monroy,82,12,Si,2.80,1.50,Si,1 items,2,,,
2511735,TAMBO MATELLINI C4 ,-12.176490,-77.006688,Luis Castro,TAMBO MATELLINI C4 ,6,Si,2.80,1.50,Si,Si,1,,,
2511719,Tambo Corbeta,-12.145251,-77.007266,Aurora Garcia,Tambo Corbeta,5,2,Si,2.8,1.5,Si,1 items,,,
2511655,Tambo Republica C5 - Ave. PASEO DE,-12.063272,-77.033699,Moises Monroy,81,27,Si,2.80,1.50,Si,2 items,1,,,
2511643,TAMBO PUMA C1 ,-12.176844,-77.011468,Luis Castro,TAMBO PUMA C1 ,6,3,Si,2.80,1.50,Si,2 items,1,,
2511578,Tambo Grau C1 - Ave. Almirante Grau,-12.059847,-77.034859,Moises Monroy,51,3,Si,2.80,1.50,Si,Si,1,,,
2511546,Tambo Matellini - Ave. Matellini 153,-12.178650,-77.009771,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2511545,Tambo J Chavez - Ave. Jorge Chavez,-12.150274,-77.006546,Aurora Garcia,4,1,Si,2.8,1.5,Si,Si,,,,
2510905,Tambo San Luis - Ave. Circunvalación 2496,-12.077550,-76.989507,Aurora Garcia,5,3,Si,2.8,1.5,Si,2 items,,,,
2510862,Tambo Rosatoro - Ave. Agustin De,-12.081255,-76.993364,Aurora Garcia,6,3,Si,2.80,1.5,Si,2 items,,,,
2510851,Tambo Flroes 2 - Ave. Flores de,-12.012033,-77.011213,Moises Monroy,59,18,Si,2.80,1.50,Si,2 items,2,,,
2510807,TAMBO 28 DE JULIO ,-12.126630,-77.030153,Luis Castro,TAMBO 28 DE JULIO ,6,3,Si,2.80,1.50,Si,2 items,1,,
